train/critic_loss,rollout/ep_len_mean,train/actor_loss,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/n_updates,train/learning_rate,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
0.0720113900800546,12.0,1.6640639702479045,-10.09334057,11457,151,11356,0.001,268,75,,
0.0635602359349529,12.0,1.5464112162590027,-10.09319267,11505,151,11404,0.001,272,76,,
0.06767584476619959,12.0,1.665109674135844,-10.09360556,11553,151,11452,0.001,276,76,,
0.07433067572613557,12.0,1.8721200426419575,-10.095757290000002,11601,151,11500,0.001,280,76,,
0.07066894415766001,12.0,1.7652087608973186,-10.096173290000001,11649,151,11548,0.001,284,76,,
0.05813224070395032,12.0,2.0146941343943277,-10.098923580000001,11697,151,11596,0.001,288,77,,
0.06587757325420777,12.0,1.902411123116811,-10.101108570000001,11745,151,11644,0.001,292,77,,
0.06296521797776222,12.0,1.8933454751968384,-10.1001428,11793,151,11692,0.001,296,77,,
0.07195204279075067,12.0,2.068917175134023,-10.1021427,11841,152,11740,0.001,300,77,,
0.06487165996804833,12.0,2.220823963483175,-10.100932899999998,11889,152,11788,0.001,304,78,,
0.05626479908823967,12.0,2.0347266793251038,-10.09642112,11937,152,11836,0.001,308,78,,
0.06861141215388973,12.0,2.085675040880839,-10.09804743,11985,152,11884,0.001,312,78,,
0.06362480825434129,,2.1979388991991677,,12000,,11908,0.001,,,-10.070020354154986,12.0
0.07539507575954,12.0,2.267582873503367,-10.098613409999999,12033,152,11932,0.001,316,78,,
0.07391146166870992,12.0,2.276361584663391,-10.100129520000001,12081,152,11980,0.001,320,79,,
0.04851327929645777,12.0,2.4580955108006797,-10.10034375,12129,152,12028,0.001,324,79,,
